DCRAINTERNALNUMBER,ISSUE_DATE,PERMIT_ID,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,PERMIT_CATEGORY_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,DESC_OF_WORK,SSL,ZONING,PERMIT_APPLICANT,FEE_TYPE,FEES_PAID,OWNER_NAME,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
11116510,10/9/2008 12:00:00 AM,B116510,CONSTRUCTION,ADDITION,NA,COMPLETED,2446 20TH ST NW,THIRD FLOOR ADDITION AS PER HPO STAMPED PLANS. NEW ROOF SLOPE SHALL NOT BE VISIBLE FROM 20TH ST.,,,JOEL  TRUITT (AFO),84.50 (GREENBLDG); 339.67 (ALTREPAIR); 50.00 (HIST),474,NARWAR,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.92206351173870,-77.04733187864250,20009,235248,78574,78574,1,1C,1C02,THIRD,303,1,NONE,NONE,NONE,NONE
11116619,4/29/2009 12:00:00 AM,B116619,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,350-360 50TH ST SE,LOAD CHANGE AND USE CHANGE FROM EXISTING 30 UNIT APARTMENT TO 32 APARTMENT UNITS AND 46 ROOMING UNITS.  EXISTING 13 REQUIRED AUTOMOBILE PARKING SPACES TO BE MAINTAINED.,,,SCOTT  HAMAR (AFO),19345.00 (ALTREPAIR); 19345.00 (ALTREPAIR); 672.75 (GREENBLDG); 1035.00 (HIST),20018,SO OTHERS MIGHT EAT(SOME),5/1/2012 5:20:44 AM,WASHINGTON,DC,38.88440471294180,-76.93065601175170,20019,34089,19425,19425,7,7E,7E05,SIXTH,604,33,NONE,NONE,NONE,NONE
11116995,1/28/2009 12:00:00 AM,B116995,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,950 22ND ST NW,FOUNDATIONS TO GRADE AND UNDER GROUND GARAGE,0054    0839,,CARLOS  ROJAS (AFO),2000.00 (HIST); 170535.13 (NEW1); 170535.13 (NEW1); 1150.23 (NEW2),171685,BOSTON PROPERTIES,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.90138817958960,-77.04912500895050,20037,307389,449590,386116,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,NONE
11117023,9/15/2008 12:00:00 AM,B117023,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,4800 SHERIFF RD NE,SFD - FOUNDATION ONLY,,,EARL  JENKINS (AFO),10.00 (GREENBLDG); 160.00 (ALTREPAIR); 40.00 (HIST),210,CARTHENIA OUTLAW,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.90312599468540,-76.93359342525780,20019,307084,200710,200710,7,7C,7C07,SIXTH,602,31,NONE,NONE,NONE,NONE
11117404,12/10/2008 12:00:00 AM,B117404,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,1100 G ST NW,"RENOVATION TO EXISTING SUNTRUST BANK BRANCH, 1ST FLOOR AS PER THE ATTACHED DWGS.",0320,,JOHN  GIUSEPPE (AFO),611.00 (GREENBLDG); 611.00 (GREENBLDG); 8960.00 (ALTREPAIR); 470.00 (HIST),9571,SUNTRUST BANK,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.89814095881560,-77.027298395473,20001,303213,210020,210020,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
11117710,3/5/2009 12:00:00 AM,B117710,CONSTRUCTION,ADDITION ALTERATION REPAIR,NA,PERMIT ISSUED,4830 TILDEN ST NW,NEW 3 STORY NO BASEMENT AT REAR OF EXISTING ONE STORY PORTION OF EXISTING BLDG. NEW ROOF AT EXISTING 3 STORY PORTION AT FRONT OF EXISTING BLDG- NEW FIREPLACE AS PER DRAWINGS.,,,MICHAEL  ALAN FINN (AFO),150.00 (HIST); 1239.58 (ALTREPAIR),1390,MARY LYNN REED W SCHOOT SONNTAG,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.94103602567190,-77.095721214254,20016,266567,109097,109097,3,3D,3D03,SECOND,205,13,NONE,NONE,NONE,NONE
11117923,4/22/2010 12:00:00 AM,B117923,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,4900 PUERTO RICO AVE NE,"ADDITION TO EXISTING WAREHOUSE. THE EXISTING AND PROPOSED WAREHOUSE SHALL PROVIDE 91 REQUIRED AUTOMOBILE PARKING SPACES, 5 REQUIRED BICYCLE SPACES, ONE REQUIRED LOADING BERTH AND PLATFORM AND NO REQUIRED SERVICE SPACE. POD.",3788           0813,,JASON  BENTELY (AFO),82991.00 (ALTREPAIR); 82991.00 (ALTREPAIR); 8450.00 (GREENBLDG); 2000.00 (HIST),91441,CAPITOL AREA FOOD BANK,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.94730066202020,-76.99945689255530,20017,288297,127151,127151,5,5A,5A03,FOURTH,405,20,NONE,NONE,NONE,NONE
11118640,4/30/2009 12:00:00 AM,B118640,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,1113 P ST NW,CONVERT TENEMENT HOUSE TO FLAT NO WORK TO BE DONE  EXISTING,,,MARY KAY  WELCH (AFO),33.00 (HIST); 300.00 (REVISION),333,WADE PLUNKETT,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.90981299464140,-77.027665704913,20005,225467,68769,68769,2,2F,2F06,THIRD,307,7,NONE,NONE,NONE,NONE
11118705,12/4/2008 12:00:00 AM,B118705,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,3703 14TH ST NW,NEW TENANT BUILDOUT FOR A NEW 50 SEAT RESTAURNT ON THE 1ST AND 2ND FLOORS NO PARKING REQUIRED,2826    0011,C-2-A,JESSICA  LIANG (AFO),80.00 (HIST); 1550.00 (ALTREPAIR); 1550.00 (ALTREPAIR); 104.00 (GREENBLDG),1654,3737 14TH ST NW,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.93723301182890,-77.03240940942590,20010,225232,68556,68556,4,4C,4C05,FOURTH,404,18,NONE,NONE,NONE,NONE
11118794,4/7/2009 12:00:00 AM,B118794,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,902 T ST NW,"DEMO AND REMOVE INTERIOR PARTITIONS, FLOORS, WINDOWS, DOORS, STAIRS, PLUMBING, ELECTRICAL AND HVAC SYSTEMS. COMPLETE RENOVATION INCLUDING PARTITIONS, FLOORS, FOOR, WINDOWS, EXTERIIOR POINT UP, FENCE, MECHANICAL, ELECTRICAL AND PLUMBING.",,,TANYA  HILL (AFO),600.00 (HIST); 780.00 (GREENBLDG); 11530.00 (ALTREPAIR),12910,NDC HOME AGAIN 22A LLC,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.915430546253,-77.02423162385140,20001,218780,62197,62197,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
11118801,9/14/2010 12:00:00 AM,B118801,CONSTRUCTION,NEW BUILDING,NA,COMPLETED,318 60TH ST NE,CONSTRUCT A NEW SINGLE FAMILY HOUSE.,5265    0041,R-2,KEVIN  MOODY (AFO),531.65 (NEW1); 41.31 (NEW2); 57.30 (NEWEFEE); 88.00 (HIST),718,KC ENTERPRISE,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.89358368424720,-76.91531343080470,20019,306709,445917,382729,7,7C,7C05,SIXTH,608,31,NONE,NONE,NONE,NONE
11118886,2/6/2009 12:00:00 AM,B118886,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,1835 3RD ST NE,"INTERIOR RENOVATIONS TO A 5 STORY APARTMENT BUILDING PLUS BASEMENT.  ALL NEW SPRINKLER SYSTEM.  WORK TO INCLUDE DEMOLITION, CONSTRUCTION, MECHANICAL, PLUMBING AND ELECTRICAL.",3567    0813,,JESSICA  BLAISD  RAPID PERMIT SERVICE (AFO),620.00 (HIST); 11810.00 (ALTREPAIR); 11810.00 (ALTREPAIR); 806.00 (GREENBLDG),13236,DASH LLC,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.91532755823430,-77.00173951693930,20002,54960,27701,27701,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NONE
11118890,10/14/2008 12:00:00 AM,B118890,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,1751 W ST SE,CONSTRUCTION OF NEW PREFAB 3-UNIT ROWHOUSE,5755    0039,R-5-A,TANYA  HILL (AFO),270.00 (FILINGFEE); 270.00 (HIST); 36.60 (NEW2); 723.60 (NEW1); 723.60 (NEW1); 230.00 (ALTREPAIR),76560,ANTHONY WASHINGTON,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.86222570710480,-76.97943444916610,20020,56524,33583,33583,8,8A,8A04,SEVENTH,701,28,NONE,NONE,NONE,NONE
11118896,10/10/2008 12:00:00 AM,B118896,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,1759 W ST SE,CONSTRUCTION OF NEW PREFAB 3-UNIT ROWHOUSE,5755    0043,R5A,TANYA  HILL (AFO),270.00 (FILINGFEE); 723.60 (ALTREPAIR); 723.60 (ALTREPAIR); 230.00 (ADDITION); 36.60 (GREENBLDG); 270.00 (HIST),1530,ANTHONY WASHINGTON,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.86208216929460,-76.97924391551050,20020,305824,423161,362896,8,8A,8A04,SEVENTH,701,28,NONE,NONE,NONE,NONE
11118983,8/6/2009 12:00:00 AM,B118983,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,2908 VISTA ST NE,NEW SINGLE FAMILY DWELLING.,,R-1-B,MARY  JONES (AFO),75.00 (HIST); 15.55 (NEW2); 2257.50 (NEW1),2348,MICHAEL AND MARY JONES,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.92791008072730,-76.96674959592670,20018,306747,445964,382776,5,5A,5A11,FIFTH,503,24,NONE,NONE,NONE,NONE
11119101,10/1/2008 12:00:00 AM,B119101,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,1724 PARK RD NW,"CONVERSION TO A 4-UNIT CONDOMINIUM BUILDING WITH NEW THREE-STORY REAR ADDITION TO INCLUDE INTERIOR ALTERATION, NEW PLUMBING, ELECTRICAL UPGRADE AND MECHANICAL AND RENOVATE (E) GARAGE.",,,ROSE  REEDER (AFO),300.00 (HIST); 351.84 (GREENBLDG); 5443.00 (ALTREPAIR),9585,THINH NGUYEN,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.93233275854260,-77.03946563592540,20010,233535,76519,76519,1,1D,1D01,FOURTH,408,2,NONE,NONE,NONE,NONE
11119202,3/12/2009 12:00:00 AM,B119202,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,5609 CHEVY CHASE PKWY NW,CONSTRUCTION OF A 2 STORY AND BASEMENT SFD.,1999    0053,R-1-B,ORLI  PEREZ (AFO); ORLI  PEREZ (AFO); ORLI  PEREZ (AFO),900.00 (ALTREPAIR); 11.80 (GREENBLDG); 900.00 (HIST); 70.00 (REVISION),982,PATRICK B STRAUSS,5/1/2012 5:20:46 AM,,,0,0,,-100,-100,348291,,NONE,NONE,,,NONE,NONE,NONE,NONE,NONE
11119207,11/18/2008 12:00:00 AM,B119207,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,1418 NORTH CAROLINA AVE NE,UNDERPIN  EXISTING CELLAR ADD BEDROOM FAMILY ROOM IN CELLAR,1055    0036,R-4,A  TONO (AFO),47.00 (GREENBLDG); 847.64 (ALTREPAIR); 847.64 (ALTREPAIR); 95.00 (HIST),2589,HEATHER SCHOELL,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.89236725217310,-76.98469945974550,20002,64293,39465,39465,6,6A,6A04,FIRST,108,25,NONE,NONE,NONE,NONE
11119214,3/5/2010 12:00:00 AM,B119214,CONSTRUCTION,ADDITION,NA,PERMIT ISSUED,2125 32ND ST SE,NEW REAR MASTER BEDROOM ADDITION OVER EXISTING PORCH OF 200 SQUARE FEET.,,,PHINIS  JONES (AFO),145.00 (ALTREPAIR); 145.00 (ALTREPAIR); 6.90 (GREENBLDG); 33.00 (HIST),152,DORIS PITTS,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.86381330401650,-76.961729903375,20020,51419,30924,30924,7,7B,7B04,SIXTH,606,35,NONE,NONE,NONE,NONE
11119264,10/8/2008 12:00:00 AM,B119264,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,424 ORANGE ST SE,INTERIOR RENOVATION NEW ADDITION,,,JAMES  KILLETTE (AFO),39.00 (GREENBLDG); 470.40 (ALTREPAIR); 33.00 (HIST),542,QWEN D. WILLIAMS,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.84633760298710,-77.002933217203,20032,24543,13633,13633,8,8C,8C04,SEVENTH,707,39,NONE,NONE,NONE,NONE
11119426,10/15/2008 12:00:00 AM,B119426,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,314 13TH ST SE,INTERIOR RENOVATION FROM A FOUR UNIT APARTMENT TO A SINGLE FAMILY DWELLING. AS PER PLANS.,,,GUSTAVO  GATTI (AFO),68.00 (HIST); 89.05 (GREENBLDG); 1332.00 (ALTREPAIR),1489,GUSTAVO GATTI,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.88477844701230,-76.98806106896860,20003,39676,26498,26498,6,6B,6B06,FIRST,108,26,NONE,NONE,NONE,NONE
11119522,12/8/2010 12:00:00 AM,B119522,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,200 Q ST NE,EXCAVATION SHEETING AND SHORING.,,,CARLOS  ROJAS (AFO),33.00 (HIST); 650.00 (ALTREPAIR); 65.00 (AAREFEE),748,"NONA WEST RESIDENTIAL I, LLC.",5/1/2012 5:20:50 AM,WASHINGTON,DC,38.91127792418420,-77.00303020343230,20002,307161,405732,349081,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NOMA BID
11119523,12/8/2010 12:00:00 AM,B119523,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,151 Q ST NE,EXCAVATION SHEETING AND SHORING.,,,CARLOS  ROJAS (AFO),33.00 (HIST); 650.00 (ALTREPAIR); 65.00 (AAREFEE),748,NOMA WEST RESIDENCIAL LLC,5/1/2012 5:20:50 AM,WASHINGTON,DC,38.910927827607,-77.004095095584,20002,307165,447234,383760,5,5C,5C05,FIFTH,502,21,NONE,NONE,NONE,NOMA BID
11119782,11/4/2008 12:00:00 AM,B119782,CONSTRUCTION,NEW BUILDING,NA,COMPLETED,4223 YUMA ST NW,"NEW 2 STORY ADDITION WITH BASEMENT AND NEW PORCH. INTERIOR ALTERATIONS. ELECTRICAL, MECHANICAL AND PLUMBING.",,,CATHIE  HARRISON (AFO),83.80 (GREENBLDG); 1625.48 (ALTREPAIR); 200.00 (HIST),1909,SIEGEL,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.94649231409090,-77.08316649114040,20016,266152,109318,109318,3,3E,3E01,SECOND,202,11,NONE,NONE,NONE,NONE
11119839,10/9/2008 12:00:00 AM,B119839,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,4519 GARRISON ST NW,NEW ADDITION TO EXIST HOME,1575    0098,R1B,ERNEST  DORSEY (AFO),65.00 (HIST); 390.00 (GREENBLDG); 390.00 (GREENBLDG); 2910.00 (ADDALTREP); 80.00 (FILINGFEE); 3300.00 (ALTREPAIR); 3300.00 (ALTREPAIR); 65.00 (HIST),6745,GARRISON ST LLC,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.95614396815660,-77.08950041197420,20016,267706,110550,110550,3,3E,3E03,SECOND,202,11,NONE,NONE,NONE,NONE
11119941,4/1/2009 12:00:00 AM,B119941,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,2515 RHODE ISLAND AVE NE,BUILD 2 STORY ADDITION WOOD FRAME W/BASEMENT AND 2 WOOD DECKS,,,MAURICE  ROBINSON (AFO),60.00 (HIST); 35.13 (GREENBLDG); 1036.00 (ALTREPAIR),1131,MAURICE ROBINSON,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.93178532905820,-76.96994125324290,20018,46471,25305,25305,5,5A,5A11,FIFTH,503,24,NONE,NONE,NONE,NONE
11120105,9/18/2008 12:00:00 AM,B120105,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,333 U ST NW,UNDERPINING FLOOR PLAN TO EXISTING SEMI DETACHED HOUSE,,,AMANDA  BARLEY (AFO),21.06 (GREENBLDG); 321.00 (ALTREPAIR); 33.00 (HIST),375,CHRIS  MONROE,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.91688599852830,-77.017263751173,20001,229669,72753,72753,1,1B,1B01,THIRD,306,3,NONE,NONE,NONE,NONE
11120169,1/21/2011 12:00:00 AM,B120169,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,1129 HOLBROOK TER NE,NEW CONSTRUCTION,,,KOKEB  TAREKEGN (AFO),120.00 (HIST); 3.00 (NEW2); 285.00 (FILINGFEE),408,KOKEB TAREKEGN,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90764979891680,-76.98734852667270,20002,307253,264335,264522,5,5B,5B05,FIFTH,506,23,NONE,NONE,WEST VIRGINIA AVE NE,NONE
11120320,12/16/2009 12:00:00 AM,B120320,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,115 16TH ST NE,"MINOR RENOVATION OF EXISTING 2 STORY PLUS BASEMENT 12 UNIT  BUILDING. KITCHENS AND BATHROOMS WILL BE RENOVATED. NEW ELECTRICAL, MECHANICAL AND PLUMBING AS REQUIRED.",,,CARL HUFF  KATRINA CARTER (AFO),203.00 (HIST); 263.90 (GREENBLDG); 3979.00 (ALTREPAIR),4446,MARIAN RUSSELL COOPERATIVE,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.89138899482790,-76.98191052936290,20002,72822,46512,46512,6,6A,6A08,FIRST,108,26,NONE,NONE,NONE,NONE
11120334,10/9/2008 12:00:00 AM,B120334,CONSTRUCTION,ADDITION ALTERATION REPAIR,NA,PERMIT ISSUED,7059 WYNDALE ST NW,NEW REAR ADDITION (1 STORY); NEW KITCHEN,,,ALISA  JOHNSON (AFO),21.95 (GREENBLDG); 431.72 (ALTREPAIR); 35.00 (HIST),489,ALISA JOHNSON,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.983195218072,-77.05465308008530,20015,261233,104414,104414,4,3G,3G01,SECOND,201,10,NONE,NONE,NONE,NONE
11120434,10/30/2008 12:00:00 AM,B120434,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,110 IRVING ST NW,"INTERIOR ALTERATION AND REPAIR AS PER PLANS FOR THE E.D. FRONT END RENOVATIONS TO INCLUDE MECHANICAL PLUMBING, AND ELECTRICAL",,,COLIN  CLARK (AFO),260.00 (GREENBLDG); 3830.00 (ALTREPAIR); 200.00 (HIST),4290,WASHINGTON HOSP CENTER,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.92965227704640,-77.01564830264470,20010,228314,71649,71649,5,5C,5C07,FOURTH,405,21,NONE,NONE,NONE,NONE
11120437,1/8/2009 12:00:00 AM,B120437,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,235 CARROLL ST NW,"MINOR PERMIT REVISIONS TO PERMIT #81814. THE PERMIT REVISION IS TO CONVERTTHE REIDENTIAL LEVELS FROM CONCRETE TO WOOD AND TO DELETE THE LOWEST LEVEL (B-2).  THE BLDG REMAINS BASICALLY THE SAME AS THE ORGINAL DRAWINGS. APPROXIMATELY 83,000SF ABOVEGROUND WITH 28,417 BELOW GRADE.",3353,,ARMSTRONG  KASSA (AFO),33.00 (HIST); 100.00 (ALTREPAIR),133,SASSAN GHARAI,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.97522825468460,-77.01506167427320,20012,245143,88339,88339,4,4B,4B01,FOURTH,401,17,NONE,NONE,NONE,NONE
11120628,3/9/2009 12:00:00 AM,B120628,CONSTRUCTION,ALTERATION AND REPAIR,NA,PERMIT ISSUED,5230 SHERRIER PL NW,ADDING  A NEW TWO STORY ADDITION TO EXSITING TWO STORY SINGLE FAMILY HOME.THE ADDITION WILL BE BUILT TO THE LEFT SIDE OF THE EXISTING HOME.,,,MICHAEL  FINN (AFO),40.00 (HIST); 14.80 (GREENBLDG); 440.00 (ALTREPAIR),495,ELAINE LOZIER DANIEL LOZIER,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.9265912518,-77.10500266893830,20016,269581,112096,112096,3,3D,3D05,SECOND,205,13,NONE,NONE,NONE,NONE
11120640,5/7/2009 12:00:00 AM,B120640,CONSTRUCTION,ALTERATION AND REPAIR,NA,COMPLETED,3803 YUMA ST NW,"2 STORY REAR ADDITION, NEW COVERED PORCH, INTERIOR REMODEL OF BASEMENT, 1STFLOOR, MEP WORK INCLUDED",,,TRACY  STANDARD (AFO),600.00 (HIST); 410.18 (GREENBLDG); 289.40 (ADDITION),1300,SNYDER,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.94646243000610,-77.07514982943570,20016,222372,65384,65384,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,NONE
11120655,2/25/2009 12:00:00 AM,B120655,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,415 4TH ST SW,"NEW 6-STORY OFFICE BUILDING HOUSING THE DC CONSOLIDATED FORENSICS LABORATORY, OFFICES AND MORGUE WITH TWO BELOW GRADE PARKING LEVELS INCLUDING: 129 REQUIRED 9'X19' AUTOMOBILE PARKING SPACES; 6 REQUIRED 2'X 6' BICYCLE PARKING SPACES; 3 LOADING BERTHS EACH 30' DEEP X 10' WIDE AND 10' HIGH; 3 PLATFORMS EACH 100 SQUARE FEET IN AREA AND 8' WIDE & 1 SERVICE SPACE 20' DEEP X 10' WIDE AND 10' HIGH, RETAINING WALL.",0494    0037,,HOK (AFO),2000.00 (HIST); 122887.06 (NEW1); 122887.06 (NEW1); 832.58 (NEW2),125720,DISTRICT OF COLUMBIA,5/1/2012 5:20:44 AM,WASHINGTON,DC,38.88355003034180,-77.01785213181810,20024,294484,130550,130550,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,NONE
11120657,11/16/2009 12:00:00 AM,B120657,CONSTRUCTION,NEW BUILDING,NA,PERMIT ISSUED,3548 EAST CAPITOL ST NE,"USE CHANGE FROM RETAIL (LIQUOR STORE) TO FAST FOOD ESTABLISHMENT WITH FOOD DELIVERY SERVICE (NO SEATING) ON THE 1ST FLOOR, POD; WORK TO INCLUDE  MECHANICAL, PLUMBING, ELECTRICAL AND FIRE PROTECTION SYSTEMS.",,,AMARJIT  SINGH (AFO),75.00 (HIST); 1455.00 (NEW1); 1455.00 (NEW1); 97.50 (NEW2),1628,DANY,5/1/2012 5:20:45 AM,WASHINGTON,DC,38.89020759680610,-76.95389816655140,20019,308939,270154,270341,7,7A,7A06,SIXTH,603,32,NONE,NONE,NONE,NONE
100900078,7/22/2009 12:00:00 AM,A0900078,CONSTRUCTION,AWNING,NA,PERMIT ISSUED,1732 CONNECTICUT AVE NW,1' - 2" X 24' SIGN BAND    3' HIGH X 4'-8" RECOVER EXISTING AWNINGS,0092    0048,DC/C-3-B,BOB  BIROANAK (AFO),65.00 (SIGN); 65.00 (AWNING),130,NATALINA KOROPOULOS,5/1/2012 5:20:47 AM,WASHINGTON,DC,38.91361724806890,-77.04611281448540,20009,242584,85560,85560,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,NONE
101000011,12/1/2009 12:00:00 AM,A1000011,CONSTRUCTION,AWNING,NA,PERMIT ISSUED,3169 MOUNT PLEASANT ST NW,"NEW STOREFRONT, NEW AWING.",2595    1037,C-2-A,CHRISTINE  BAUNMAN (AFO),26.00 (GREENBLDG); 430.00 (ALTREPAIR); 65.00 (AWNING),521,KEER MAJEED,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.93083870010630,-77.03792593679990,20010,236420,79399,79399,1,1D,1D06,FOURTH,408,2,NONE,NONE,NONE,NONE
101000012,12/16/2009 12:00:00 AM,A1000012,CONSTRUCTION,AWNING,NA,PERMIT ISSUED,3301 HIGHLAND PL NW,NEW PERGOLA ABOVE EXISTING DECK SUPPORTED BY TWO STEEL COLUMNS.,2075    0065,R-1-B,CHARLES R. KISS (AFO),33.00 (FILINGFEE); 65.00 (AWNING); 26.00 (GREENBLDG); 430.00 (ALTREPAIR),554,WILLIAM W TAYLOR,5/1/2012 5:20:46 AM,WASHINGTON,DC,38.93551991231390,-77.065347365361,20008,223026,66361,66361,3,3C,3C05,SECOND,203,15,NONE,NONE,NONE,NONE
101000032,2/17/2010 12:00:00 AM,A1000032,CONSTRUCTION,AWNING,NA,PERMIT ISSUED,1900 M ST NW,REMOVE TOWER RECOVER EXISTING FRAME ADD FALSE FACADE,0117    0079,C-3-C,RICHARD P ROBERSON (AFO),65.00 (AWNING); 36.40 (GREENBLDG); 590.00 (ALTREPAIR),691,"MADISON SQUARE ASSOCIATES, LLC",5/1/2012 5:20:45 AM,WASHINGTON,DC,38.90536115386570,-77.04386922524720,20036,243290,86221,86221,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
101100072,6/28/2011 12:00:00 AM,A1100072,CONSTRUCTION,AWNING,NA,COMPLETED,2221 I ST NW,(1) ONE SET 12" HIGH ILLUMINATED LETTER SIGN.  910 24'- 9" X 13' CANOPY,0054    0840,,BOB  BIROONAK (AFO),65.00 (AWNING); 65.00 (REVISION); 65.00 (REVISION); 28.86 (GREENBLDG); 53.90 (AAREFEE); 474.00 (ALTREPAIR),687,GEORGE WASHINGTON UNIVERSITY,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90091593863680,-77.049605415619,20037,307441,423634,363253,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,NONE
101100077,8/2/2011 12:00:00 AM,A1100077,CONSTRUCTION,AWNING,NA,PERMIT ISSUED,1460 P ST NW,3 AWNINGS 2 LETTER SETS AND 1 PALM TREE SIGN,0210    0129,ARTS/C-3-A,TANYA  HILL (AFO),48.10 (AWSIGNEFEE); 26.00 (ELECSIGN); 195.00 (REVISION); 455.00 (SIGN),724,SJG ASSOCIATES,5/1/2012 5:20:51 AM,WASHINGTON,DC,38.90945076389120,-77.03415529847860,20005,243273,86202,86202,2,2F,2F02,SECOND,208,7,NONE,NONE,NONE,NONE
101200019,12/16/2011 12:00:00 AM,A1200019,CONSTRUCTION,AWNING,NA,PERMIT ISSUED,1400 IRVING ST NW,INSTALL A CANOPY FOR THE SUMMER GARDEN OF THE RESTAURANT ACRE 121.,,,ACRE 121 (OWN); CARLOS R IGLESIAS (AFO),1056.25 (AWNING); 65.00 (ALTREPAIR); 6.50 (AAREFEE),1128,ACRE 121,5/1/2012 5:20:52 AM,WASHINGTON,DC,38.92852299026330,-77.03362135422990,20010,302718,173132,173132,1,1A,1A03,THIRD,302,2,NONE,NONE,NONE,NONE
