NID,CCN,REPORTDATETIME,SHIFT,OFFENSE,METHOD,LASTMODIFIEDDATE,BLOCKSITEADDRESS,LATITUDE,LONGITUDE,CITY,STATE,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
1152073,12051890,4/16/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:11:55 AM,1900 B/O 1ST ST NE,38.91663621864270,-77.00654557724190,WASHINGTON,DC,5,5C,5C06,FIFTH,502,21,NONE,NONE,NONE,NONE
1152138,12051967,4/17/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:11:55 AM,3300 B/O WHEELER RD SE,38.84143979037370,-76.99378794518710,WASHINGTON,DC,8,8E,8E04,SEVENTH,705,39,NONE,NONE,NONE,NONE
1152176,12052005,4/17/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:11:55 AM,3100 B/O CENTRAL AVE NE,38.93050028390390,-76.96682749088160,WASHINGTON,DC,5,5A,5A11,FIFTH,503,24,NONE,NONE,NONE,NONE
1152179,12052016,4/17/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:11:55 AM,500 B/O M ST NW,38.90564390957380,-77.01941645411590,WASHINGTON,DC,6,2C,2C04,THIRD,308,8,NONE,NONE,NONE,NONE
1152186,12052007,4/17/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:11:55 AM,9TH ST NE & A ST NE,38.89093091915210,-76.99376357940470,WASHINGTON,DC,6,6A,6A03,FIRST,107,26,NONE,NONE,NONE,NONE
1152193,12052023,4/17/2012 12:00:00 AM,UNK,ROBBERY,KNIFE,4/30/2012 10:11:55 AM,1500 B/O NEW YORK AVE NE,38.91655422230950,-76.98255840783130,WASHINGTON,DC,5,5B,5B09,FIFTH,505,22,NONE,NONE,NONE,NONE
1152197,12052038,4/17/2012 12:00:00 AM,UNK,BURGLARY,1,4/30/2012 10:11:56 AM,800 B/O A ST SE,38.88867588311620,-76.99436216765930,WASHINGTON,DC,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,NONE
1152199,12052047,4/17/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:11:56 AM,UNIT B/O N ST NE,38.90723821210810,-77.00749192401070,WASHINGTON,DC,6,6C,6C04,FIFTH,506,25,NONE,NONE,NONE,NOMA BID
1152200,12052052,4/17/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:11:56 AM,2200 B/O CALIFORNIA ST NW,38.91582996736660,-77.04978294169090,WASHINGTON,DC,2,2D,2D01,SECOND,208,1,NONE,NONE,NONE,NONE
1152202,12052046,4/17/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:11:56 AM,7TH ST NW & KENNEDY ST NW,38.95637619596840,-77.02231304399650,WASHINGTON,DC,4,4D,4D01,FOURTH,403,18,GEORGIA AVE NW & LONGFELLOW ST NW,GEORGIA AVE NW & LONGFELLOW ST NW,NONE,NONE
1152225,12052080,4/17/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:11:56 AM,2100 B/O FOXHALL RD NW,38.91854778020740,-77.08876942914030,WASHINGTON,DC,3,3D,3D06,SECOND,205,13,NONE,NONE,NONE,NONE
1152228,12052107,4/17/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:11:56 AM,400 B/O 3RD ST NE,38.89545634906170,-77.00203819877350,WASHINGTON,DC,6,6C,6C08,FIRST,104,25,NONE,NONE,NONE,CAPITOL HILL BID
1152233,12052083,4/17/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:11:56 AM,500 B/O FLORIDA AVE NE,38.90646795176850,-76.998883465338,WASHINGTON,DC,5,5B,5B06,FIFTH,506,23,NONE,NONE,NONE,NONE
1152264,12052137,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,3300 B/O M ST NW,38.90507683819850,-77.06693745750860,WASHINGTON,DC,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
1152271,12052138,4/17/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:11:56 AM,1300 B/O ADAMS ST NE,38.91998266930590,-76.98557995536380,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1152275,12052166,4/17/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:01 AM,1500 B/O 13TH ST NW,38.91065941684520,-77.02961999373390,WASHINGTON,DC,2,2F,2F01,THIRD,307,7,NONE,NONE,NONE,NONE
1152282,12052149,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,900 B/O RHODE ISLAND AVE NE,38.92221671815250,-76.99314002978120,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1152286,12052182,4/17/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:11:56 AM,4300 B/O EASTERN AVE NE,38.94150597158590,-76.97150532511770,WASHINGTON,DC,5,5A,5A09,FIFTH,503,20,NONE,NONE,NONE,NONE
1152315,12052159,4/17/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:11:56 AM,3200 B/O BANNEKER DR NE,38.92769054418480,-76.96093524298710,WASHINGTON,DC,5,5A,5A12,FIFTH,503,24,NONE,NONE,NONE,NONE
1152316,12052203,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,1400 B/O 1ST ST NW,38.90910465810660,-77.01216163417120,WASHINGTON,DC,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NONE
1152332,12052242,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,1000 B/O 1ST ST NE,38.90312388083390,-77.00588648099610,WASHINGTON,DC,6,6C,6C04,FIRST,103,25,NONE,NONE,NONE,NOMA BID
1152348,12052276,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,2400 B/O 6TH ST NW,38.92368235217680,-77.02128486823450,WASHINGTON,DC,1,1B,1B10,THIRD,306,3,NONE,NONE,NONE,NONE
1152355,12052271,4/17/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:11:56 AM,7700 B/O 16TH ST NW,38.98490698696580,-77.03634121307720,WASHINGTON,DC,4,4A,4A01,FOURTH,401,16,NONE,NONE,NONE,NONE
1152392,12052231,4/17/2012 12:00:00 AM,UNK,THEFT F/AUTO,1,4/30/2012 10:12:02 AM,2400 B/O T ST NE,38.91556197200530,-76.97171373070780,WASHINGTON,DC,5,5B,5B09,FIFTH,503,23,NONE,NONE,NONE,NONE
1152400,12052320,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,5600 B/O GEORGIA AVE NW,38.957814842579,-77.02823056729340,WASHINGTON,DC,4,4C,4C01,FOURTH,403,18,NONE,NONE,NONE,NONE
1152401,12052291,4/17/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:11:56 AM,6300 B/O 8TH ST NW,38.96669224461450,-77.02424339923560,WASHINGTON,DC,4,4B,4B03,FOURTH,402,17,NONE,NONE,NONE,NONE
1152403,12052254,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,700 B/O PENNSYLVANIA AVE SE,38.88441362131990,-76.99559949746650,WASHINGTON,DC,6,6B,6B02,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
1152414,12052268,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,2000 B/O KEARNY ST NE,38.93114279506120,-76.97520139712170,WASHINGTON,DC,5,5A,5A10,FIFTH,503,22,NONE,NONE,NONE,NONE
1152415,12052301,4/17/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:11:56 AM,800 B/O 21ST ST NE,38.90149094435720,-76.97417630796580,WASHINGTON,DC,5,5B,5B12,FIFTH,507,23,NONE,NONE,NONE,NONE
1152429,12052358,4/17/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:11:56 AM,1100 B/O QUEEN ST NE,38.90741561030080,-76.98800186676810,WASHINGTON,DC,5,5B,5B06,FIFTH,506,23,NONE,NONE,WEST VIRGINIA AVE NE,NONE
1152442,12052343,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,500 B/O BUCHANAN ST NW,38.94630968598430,-77.02031830105010,WASHINGTON,DC,4,4C,4C09,FOURTH,407,18,NONE,NONE,NONE,NONE
1152470,12052386,4/17/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:11:56 AM,600 B/O MORRIS PL NE,38.89812928624160,-76.99730895805520,WASHINGTON,DC,6,6C,6C06,FIRST,104,25,NONE,NONE,NONE,NONE
1152472,12052387,4/17/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:11:56 AM,ALABAMA AVE SE & MARTIN LUTHER KING JR AVE SE,38.84313164048840,-76.99995972182380,,,8,8C,8C03,SEVENTH,705,39,NONE,NONE,NONE,NONE
1152485,12052396,4/17/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:11:56 AM,200 B/O 50TH ST NE,38.89289588915680,-76.93001894347630,WASHINGTON,DC,7,7C,7C03,SIXTH,602,31,NONE,NONE,50TH ST NE,NONE
1152494,12052411,4/17/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:11:56 AM,100 B/O V ST NW,38.91808888573460,-77.01329999025440,WASHINGTON,DC,5,5C,5C04,FIFTH,501,21,NONE,NONE,NONE,NONE
1152496,12052416,4/17/2012 12:00:00 AM,UNK,ADW,KNIFE,4/30/2012 10:11:56 AM,300 B/O U ST NE,38.91699546112340,-77.00130119452030,WASHINGTON,DC,5,5C,5C05,FIFTH,502,21,RHODE ISLAND AVE NE,RHODE ISLAND AVE NE,NONE,NONE
1152504,12052417,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,1700 B/O RHODE ISLAND AVE NW,38.90610253009310,-77.03980917595570,WASHINGTON,DC,2,2B,2B05,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1152516,12052418,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,3100 B/O 14TH ST NW,38.929521111408,-77.03276400281860,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1152523,12052422,4/17/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:11:56 AM,23RD ST NW & I ST NW,38.90069864029010,-77.05012835661960,WASHINGTON,DC,2,2A,2A06,SECOND,207,5,NONE,NONE,NONE,NONE
1152528,12052456,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,700 B/O WEBSTER ST NW,38.94409632851320,-77.02258760567440,WASHINGTON,DC,4,4C,4C07,FOURTH,407,18,NONE,NONE,NONE,NONE
1152530,12052448,4/18/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:02 AM,2000 B/O M ST NW,38.90565710661860,-77.04577343953990,WASHINGTON,DC,2,2A,2A02,SECOND,208,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
1152538,12052438,4/17/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:11:56 AM,600 B/O 11TH ST NE,38.89811986093220,-76.99152880280430,WASHINGTON,DC,6,6A,6A02,FIRST,104,25,NONE,NONE,NONE,NONE
1152540,12052439,4/18/2012 12:00:00 AM,UNK,ROBBERY,GUN,4/30/2012 10:12:05 AM,1000 B/O MARYLAND AVE NE,38.89660100556170,-76.99208483172930,WASHINGTON,DC,6,6A,6A02,FIRST,104,25,NONE,NONE,NONE,NONE
1152541,12052471,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,3700 B/O HAYES ST NE,38.90739679253360,-76.95199393062820,WASHINGTON,DC,7,7D,7D02,SIXTH,601,30,NONE,NONE,NONE,NONE
1152556,12052478,4/18/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:02 AM,3600 B/O HAYES ST NE,38.90600538392890,-76.95293103528210,WASHINGTON,DC,7,7D,7D07,SIXTH,601,30,NONE,NONE,NONE,NONE
1152563,12052451,4/18/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:02 AM,4500 B/O WISCONSIN AVE NW,38.94874624821780,-77.080150359165,WASHINGTON,DC,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,NONE
1152570,12052464,4/18/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:02 AM,1100 B/O 6TH ST SW,38.877024230782,-77.01988894945120,WASHINGTON,DC,6,6D,6D01,FIRST,105,9,NONE,NONE,NONE,NONE
1152571,12052470,4/18/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:02 AM,600 B/O 53RD ST SE,38.88056353181160,-76.92605294925870,WASHINGTON,DC,7,7E,7E03,SIXTH,604,33,NONE,NONE,NONE,NONE
1152586,12052485,4/18/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:02 AM,3900 B/O Q ST SE,38.868043025977,-76.94688818799730,WASHINGTON,DC,7,7E,7E02,SIXTH,605,34,NONE,NONE,NONE,NONE
1152590,12052484,4/18/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:02 AM,1400 B/O M ST NW,38.90564607148970,-77.03349097095730,WASHINGTON,DC,2,2F,2F03,SECOND,208,8,NONE,NONE,NONE,DOWNTOWN BID
1152595,12052488,4/18/2012 12:00:00 AM,UNK,BURGLARY,1,4/30/2012 10:12:02 AM,1300 B/O LEVIS ST NE,38.90492594871440,-76.98457961690940,WASHINGTON,DC,5,5B,5B07,FIFTH,506,23,NONE,NONE,NONE,NONE
1152597,12051748,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,4500 B/O WISCONSIN AVE NW,38.94874624821780,-77.080150359165,WASHINGTON,DC,3,3F,3F06,SECOND,202,11,NONE,NONE,NONE,NONE
1152603,12052515,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,100 B/O 9TH ST SE,38.88807634307470,-76.99372394804220,WASHINGTON,DC,6,6B,6B05,FIRST,107,26,NONE,NONE,NONE,NONE
1152604,12052516,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,1700 B/O NEWTON ST NW,38.93419859530790,-77.04022962449360,WASHINGTON,DC,1,1D,1D03,FOURTH,408,2,NONE,NONE,NONE,NONE
1152607,12052509,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,5700 B/O EASTERN AVE NE,38.95869736037940,-76.99349382640030,WASHINGTON,DC,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,NONE
1152608,12052508,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,5700 B/O EASTERN AVE NE,38.95869736037940,-76.99349382640030,WASHINGTON,DC,4,4B,4B09,FOURTH,406,19,NONE,NONE,NONE,NONE
1152611,12052527,4/18/2012 12:00:00 AM,UNK,THEFT,TAGS,4/30/2012 10:12:02 AM,4200 B/O EAST CAPITOL ST,38.88977730355520,-76.94020721686650,WASHINGTON,DC,7,7A,7A02,SIXTH,603,32,NONE,NONE,NONE,NONE
1152612,12052517,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,900 B/O 8TH ST NE,38.90191877150040,-76.99495988262130,WASHINGTON,DC,6,6A,6A01,FIRST,104,25,NONE,NONE,NONE,NONE
1152618,12052535,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,100 B/O 16TH ST SE,38.88813162938190,-76.98221783890840,WASHINGTON,DC,6,6B,6B08,FIRST,108,26,NONE,NONE,NONE,NONE
1152620,12052536,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,400 B/O MASSACHUSETTS AVE NW,38.90064006747010,-77.01752992742820,WASHINGTON,DC,6,6C,6C01,FIRST,102,8,NONE,NONE,NONE,MOUNT VERNON TRIANGLE CID
1152621,12052520,4/18/2012 12:00:00 AM,UNK,ROBBERY,SNATCH,4/30/2012 10:12:02 AM,400 B/O W ST NW,38.91931224381560,-77.01848253544650,WASHINGTON,DC,1,1B,1B01,THIRD,306,3,NONE,NONE,NONE,NONE
1152627,12052561,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,UNIT B/O MASSACHUSETTS AVE NE,38.89718907610950,-77.008412943635,WASHINGTON,DC,6,6C,6C08,FIRST,103,8,NONE,NONE,NONE,NOMA BID
1152629,12052562,4/18/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:02 AM,2800 B/O 32ND ST SE,38.85592145865590,-76.96150881118060,WASHINGTON,DC,7,7B,7B05,SIXTH,606,35,NONE,NONE,NONE,NONE
1152630,12052564,4/18/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:02 AM,2500 B/O NAYLOR RD SE,38.86394201122240,-76.97056841345380,WASHINGTON,DC,7,7B,7B02,SIXTH,606,35,NONE,NONE,NONE,NONE
1152636,12052576,4/18/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:05 AM,2500 B/O PENNSYLVANIA AVE NW,38.90385478965040,-77.05401135244860,WASHINGTON,DC,2,2A,2A03,SECOND,207,5,NONE,NONE,NONE,NONE
1152639,12052550,4/18/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:02 AM,5400 B/O NEW HAMPSHIRE AVE NW,38.95534180239460,-77.01017684216130,WASHINGTON,DC,4,4B,4B08,FOURTH,406,17,NONE,NONE,NONE,NONE
1152644,12052572,4/18/2012 12:00:00 AM,UNK,THEFT,1,4/30/2012 10:12:02 AM,800 B/O 21ST ST NW,38.90013477926480,-77.04664964299940,WASHINGTON,DC,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,NONE
1152647,12052588,4/18/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:02 AM,100 B/O 42ND ST NE,38.89241489469240,-76.94261118911980,WASHINGTON,DC,7,7A,7A06,SIXTH,603,32,NONE,NONE,NONE,NONE
1152659,12052556,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,4600 B/O NANNIE HELEN BURROUGHS AVE NE,38.89924709798790,-76.93549697804570,WASHINGTON,DC,7,7C,7C01,SIXTH,602,30,NONE,NONE,NONE,NONE
1152660,12052612,4/18/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:02 AM,1700 B/O 7TH ST NW,38.91334841625390,-77.02191487252360,WASHINGTON,DC,6,2C,2C01,THIRD,308,7,NONE,NONE,NONE,NONE
1152661,12052615,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,1000 B/O F ST NW,38.89734793082480,-77.02650845453140,WASHINGTON,DC,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
1152665,12052611,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,3100 B/O 14TH ST NW,38.929521111408,-77.03276400281860,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1152671,12052628,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,5000 B/O HUNT ST NE,38.90104934740180,-76.92915532371350,WASHINGTON,DC,7,7C,7C01,SIXTH,608,31,NONE,NONE,NONE,NONE
1152672,12052597,4/18/2012 12:00:00 AM,UNK,BURGLARY,1,4/30/2012 10:12:05 AM,4100 B/O HARRISON ST NW,38.95702282987670,-77.08116212370730,WASHINGTON,DC,3,3E,3E04,SECOND,202,11,NONE,NONE,NONE,NONE
1152679,12052586,4/18/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:05 AM,2000 B/O 34TH ST SE,38.863860978107,-76.95784978183650,WASHINGTON,DC,7,7B,7B04,SIXTH,606,35,NONE,NONE,NONE,NONE
1152681,12052609,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,900 B/O RHODE ISLAND AVE NE,38.92221671815250,-76.99314002978120,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1152684,12052626,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,2600 B/O WOODLEY RD NW,38.92570361021050,-77.05400526915490,WASHINGTON,DC,3,3C,3C02,SECOND,204,15,NONE,NONE,NONE,NONE
1152686,12052629,4/18/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:02 AM,1000 B/O BRENTWOOD RD NE,38.9189991884,-76.99169172422850,WASHINGTON,DC,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
1152688,12052634,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,3200 B/O HIATT PL NW,38.93032496221630,-77.03480919018830,WASHINGTON,DC,1,1A,1A05,THIRD,302,2,NONE,NONE,NONE,NONE
1152689,12052617,4/18/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:02 AM,2100 B/O P ST NW,38.90963689290810,-77.04771587437180,WASHINGTON,DC,2,2B,2B02,SECOND,208,6,NONE,NONE,NONE,NONE
1152690,12052614,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,7TH ST NW & CONSTITUTION AVE NW,38.89207808728990,-77.02190010091780,WASHINGTON,DC,2,2C,2C03,FIRST,101,NONE,NONE,NONE,NONE,DOWNTOWN BID
1152691,12052636,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,1400 B/O YOUNG ST SE,38.87351565177450,-76.97631144134590,WASHINGTON,DC,8,8A,8A01,SIXTH,607,34,NONE,NONE,NONE,NONE
1152694,12052630,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:05 AM,1700 B/O BRENTWOOD RD NE,38.92844755988760,-76.98002376247270,WASHINGTON,DC,5,5B,5B04,FIFTH,504,22,NONE,NONE,NONE,NONE
1152699,12052621,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,2500 B/O CALVERT ST NW,38.92335848906530,-77.054555442109,WASHINGTON,DC,3,3C,3C02,SECOND,204,15,NONE,NONE,NONE,NONE
1152701,12052619,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:02 AM,800 B/O BARNABY ST SE,38.83077733202420,-76.99291242781280,WASHINGTON,DC,8,8E,8E07,SEVENTH,706,39,NONE,NONE,NONE,NONE
1152705,12052672,4/18/2012 12:00:00 AM,UNK,ROBBERY,PBS,4/30/2012 10:12:02 AM,1400 B/O P ST NW,38.90965161600920,-77.033254330004,WASHINGTON,DC,2,2F,2F02,SECOND,208,7,NONE,NONE,NONE,NONE
1152706,12052589,4/18/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:02 AM,2300 B/O PITTS PL SE,38.85981024811570,-76.985583470858,WASHINGTON,DC,8,8A,8A05,SEVENTH,701,28,NONE,NONE,NONE,NONE
1152709,12052682,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:02 AM,18TH ST NW & KALORAMA RD NW,38.91965899606740,-77.04170392449510,WASHINGTON,DC,1,1C,1C03,THIRD,303,1,COLUMBIA RD NW & EUCLID ST NW,COLUMBIA RD NW & EUCLID ST NW,NONE,ADAMS MORGAN BID
1152712,12052656,4/18/2012 12:00:00 AM,UNK,STOLEN AUTO,STOLEN AUTO,4/30/2012 10:12:06 AM,1300 B/O CONGRESS ST SE,38.84241658394290,-76.98643419790350,WASHINGTON,DC,8,8E,8E03,SEVENTH,705,38,NONE,NONE,NONE,NONE
1152713,12052670,4/18/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:03 AM,5000 B/O 1ST ST NW,38.95158027227960,-77.01183179786970,WASHINGTON,DC,4,4D,4D05,FOURTH,407,19,NONE,NONE,NONE,NONE
1152714,12052652,4/18/2012 12:00:00 AM,UNK,ADW,CLUB,4/30/2012 10:12:03 AM,1000 B/O 16TH ST NE,38.90367048220810,-76.98212533767250,WASHINGTON,DC,5,5B,5B08,FIFTH,506,23,NONE,NONE,NONE,NONE
1152717,12052685,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:03 AM,1000 B/O U ST NW,38.91696691220060,-77.02645657871150,WASHINGTON,DC,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
1152719,12052678,4/18/2012 12:00:00 AM,UNK,ADW,OTHER,4/30/2012 10:12:03 AM,51ST ST SE & B ST SE,38.88635828712910,-76.92810479412610,,,7,7E,7E05,SIXTH,604,33,NONE,NONE,NONE,NONE
1152725,12052694,4/18/2012 12:00:00 AM,UNK,THEFT F/AUTO,2,4/30/2012 10:12:06 AM,900 B/O R ST NW,38.91260658415130,-77.02497880344350,WASHINGTON,DC,6,2C,2C01,THIRD,307,7,NONE,NONE,NONE,NONE
1152726,12052594,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:03 AM,100 B/O T ST NE,38.91556433140050,-77.00429807166890,WASHINGTON,DC,5,5C,5C02,FIFTH,502,21,NONE,NONE,NONE,NONE
1152730,12052716,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:03 AM,700 B/O 19TH ST NW,38.89894788964230,-77.043463889898,WASHINGTON,DC,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,NONE
1152733,12052712,4/18/2012 12:00:00 AM,UNK,ADW,GUN,4/30/2012 10:12:03 AM,1500 B/O ALABAMA AVE SE,38.84654267672080,-76.98151456152750,WASHINGTON,DC,8,8B,8B07,SEVENTH,704,38,NONE,NONE,NONE,NONE
1152749,12052707,4/18/2012 12:00:00 AM,UNK,ROBBERY,F&V,4/30/2012 10:12:03 AM,7600 B/O GEORGIA AVE NW,38.98235704938720,-77.02658473251590,WASHINGTON,DC,4,4A,4A02,FOURTH,401,16,NONE,NONE,NONE,NONE
1152784,12052747,4/18/2012 12:00:00 AM,UNK,BURGLARY,1,4/30/2012 10:12:03 AM,3400 B/O WISCONSIN AVE NW,38.93553040984050,-77.07292678897040,WASHINGTON,DC,3,3C,3C09,SECOND,203,15,NONE,NONE,NONE,NONE
1152792,12052803,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:03 AM,17TH ST NW & R ST NW,38.91260993201160,-77.03848364610450,WASHINGTON,DC,2,2B,2B04,THIRD,301,6,NONE,NONE,NONE,NONE
1152793,12052762,4/18/2012 12:00:00 AM,UNK,THEFT,2,4/30/2012 10:12:03 AM,800 B/O 17TH ST NE,38.90051802421070,-76.97900556717430,WASHINGTON,DC,5,5B,5B11,FIFTH,507,23,NONE,NONE,NONE,NONE
1152795,12052787,4/18/2012 12:00:00 AM,UNK,BURGLARY,2,4/30/2012 10:12:06 AM,2300 B/O ELVANS RD SE,38.85534785676480,-76.98377615408780,WASHINGTON,DC,8,8A,8A07,SEVENTH,703,37,NONE,NONE,NONE,NONE
